packet_id,instance_id,system_id,faithfulness_mean,priority_rank,annotation_origin,source_template_id,candidate_reason,candidate_eligible,selected,selection_reason,repair_attempted,outcome,if_not_selected_why,packet_json_sha256,scaffold_lean_sha256,diagnostics_json_sha256,packet_json_path,diagnostics_path
hp_dp_knapsack_01_006__code_only_v1,dp_knapsack_01_006,code_only_v1,0.833300,91,direct_adjudicated,dp_knapsack_01_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:349960e7a43bae6b65cf3bbe49e5b01b50848ba5ec714a081c2db45af44683ef,sha256:4b2839479f5889d1f9ec6d0a7647421754f9ff150051b0ef8bb6395aa21fea54,sha256:1aaec0a0cb7e0a1fdbe582b67fca16fa9b64c7dca1fa964623f0c5a528451cea,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_001/lean_diagnostics.json
hp_dp_knapsack_01_006__full_method_v1,dp_knapsack_01_006,full_method_v1,0.833300,92,mapped_from_canonical,dp_knapsack_01_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:3ac0fc019b6dd5ccffe4496d9c23e33154bf0e39a137007a48b02606169d9eee,sha256:4b2839479f5889d1f9ec6d0a7647421754f9ff150051b0ef8bb6395aa21fea54,sha256:b6454ac42ec8a5fc98d7f2760f04fef94efeb16fa708cf00b1a8b2ef0e446a94,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_001/lean_diagnostics.json
hp_dp_knapsack_01_006__naive_concat_v1,dp_knapsack_01_006,naive_concat_v1,0.833300,93,direct_adjudicated,dp_knapsack_01_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:c9b652ef9a820a9455565a5e8d52e3c763fb20c7e315cc2f2a35d251556c4c12,sha256:4b2839479f5889d1f9ec6d0a7647421754f9ff150051b0ef8bb6395aa21fea54,sha256:c2729aadeaf4c92d7ebbff984b02b36e7670c211c2bed6110756e8909e131e90,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_001/lean_diagnostics.json
hp_dp_knapsack_01_006__text_only_v1,dp_knapsack_01_006,text_only_v1,0.833300,94,direct_adjudicated,dp_knapsack_01_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:807403dde3fe3c87b90df07e68a7e46ff062bf67824764585d6a01ba4f12eb05,sha256:4b2839479f5889d1f9ec6d0a7647421754f9ff150051b0ef8bb6395aa21fea54,sha256:9c8d095083d5421740679c8dcefa756a25a99ee3cf1cb4f5538aa1e14ac428fb,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_001/lean_diagnostics.json
hp_dp_knapsack_01_007__code_only_v1,dp_knapsack_01_007,code_only_v1,0.833300,95,mapped_from_canonical,dp_knapsack_01_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:dc3abbb91569c340bef06174efce2f0485ef16d1128fd87081cd05afb03582f3,sha256:210c3dc0f6ad4a7044798664c4c605cebc599646f8d7a49ff90a3dfa06819e3e,sha256:b775e167939560a8167a306ba053e5224de1343b6caa815c0d79701ec913eaa2,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_002/lean_diagnostics.json
hp_dp_knapsack_01_007__full_method_v1,dp_knapsack_01_007,full_method_v1,0.833300,96,mapped_from_canonical,dp_knapsack_01_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:a4fb61fbc89ae6a57b1682cb6aca6eeb2484fac8ed00047149fb4ccf0dab2f7f,sha256:210c3dc0f6ad4a7044798664c4c605cebc599646f8d7a49ff90a3dfa06819e3e,sha256:9bd91e78f3ef499a189892196ab107a5602fc94f84cbf0c50ed5258c2f14c851,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_002/lean_diagnostics.json
hp_dp_knapsack_01_007__naive_concat_v1,dp_knapsack_01_007,naive_concat_v1,0.833300,97,mapped_from_canonical,dp_knapsack_01_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:c8438db014072e61f478b3456a0d519d77b28994af34a3182f430feeaca4567a,sha256:210c3dc0f6ad4a7044798664c4c605cebc599646f8d7a49ff90a3dfa06819e3e,sha256:8a3fed8b7e882d92c9bee2fdd04d214ca3f6b264fb912e6a2729089ba990ce56,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_002/lean_diagnostics.json
hp_dp_knapsack_01_007__text_only_v1,dp_knapsack_01_007,text_only_v1,0.833300,98,mapped_from_canonical,dp_knapsack_01_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:9f399d434d047cbb53ed47bc717a308305445ffb742b673d8cf925216b90a18a,sha256:210c3dc0f6ad4a7044798664c4c605cebc599646f8d7a49ff90a3dfa06819e3e,sha256:aab6720dc3fbc82fbf39765951f9f9daf7f5ceae4960c8edbbe0d3d78c24ff22,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_004__code_only_v1,dp_longest_common_subsequence_004,code_only_v1,0.750000,59,direct_adjudicated,dp_longest_common_subsequence_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:c15319c151a18e0f6e9888c26baea6e93530981a910dffd8c53fef4bc0cd5a5d,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_004__full_method_v1,dp_longest_common_subsequence_004,full_method_v1,0.200000,1,direct_adjudicated,dp_longest_common_subsequence_001,low_semantic_faithfulness;contradiction_signal;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,partial_success_documented,,sha256:bd99922285617fc6481521393455fe23a6cc7588f0c50f7f6a14a5dd1b9454d5,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_004__naive_concat_v1,dp_longest_common_subsequence_004,naive_concat_v1,0.590900,39,direct_adjudicated,dp_longest_common_subsequence_001,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:4e06719a567e6f5b7ac9d6cb9d77635cf8b35b649cdef3ddcf1ebd60a4a292b5,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_004__text_only_v1,dp_longest_common_subsequence_004,text_only_v1,0.555600,23,direct_adjudicated,dp_longest_common_subsequence_001,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:7e3e1c83bb0c07ea0205930f2cf13fe60863c93e5f9b8963e823f477159f21d3,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_005__code_only_v1,dp_longest_common_subsequence_005,code_only_v1,1.000000,161,mapped_from_canonical,dp_longest_common_subsequence_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:ebfe9525f0cd172cafe20f50e080daf30cb6751227a5b63388b8d98ed988eefa,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_005__full_method_v1,dp_longest_common_subsequence_005,full_method_v1,0.312500,5,mapped_from_canonical,dp_longest_common_subsequence_002,low_semantic_faithfulness;contradiction_signal;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,partial_success_documented,,sha256:e96bc05e904264505552e5f1d544154774136c9626ef114abeca1188c3617dad,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_005__naive_concat_v1,dp_longest_common_subsequence_005,naive_concat_v1,0.550000,21,direct_adjudicated,dp_longest_common_subsequence_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:57b81cf59dd92ee3bfe85dbdd45e7671814f00f87e001905be0217f1d91fbb29,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_005__text_only_v1,dp_longest_common_subsequence_005,text_only_v1,0.562500,25,direct_adjudicated,dp_longest_common_subsequence_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:78a04eaff1fb0da1e2e78b252a394e6914e450b95a81be218952ce2571625980,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_006__code_only_v1,dp_longest_common_subsequence_006,code_only_v1,0.750000,60,direct_adjudicated,dp_longest_common_subsequence_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:c15319c151a18e0f6e9888c26baea6e93530981a910dffd8c53fef4bc0cd5a5d,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_006__full_method_v1,dp_longest_common_subsequence_006,full_method_v1,0.200000,2,mapped_from_canonical,dp_longest_common_subsequence_001,low_semantic_faithfulness;contradiction_signal;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,partial_success_documented,,sha256:bd99922285617fc6481521393455fe23a6cc7588f0c50f7f6a14a5dd1b9454d5,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_006__naive_concat_v1,dp_longest_common_subsequence_006,naive_concat_v1,0.590900,40,direct_adjudicated,dp_longest_common_subsequence_001,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:4e06719a567e6f5b7ac9d6cb9d77635cf8b35b649cdef3ddcf1ebd60a4a292b5,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_006__text_only_v1,dp_longest_common_subsequence_006,text_only_v1,0.555600,24,direct_adjudicated,dp_longest_common_subsequence_001,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:7e3e1c83bb0c07ea0205930f2cf13fe60863c93e5f9b8963e823f477159f21d3,sha256:57e283dd6b9fe4c1f5603d2a09cd4370d785188826c0577a4c03e4cdd004221e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_001/lean_diagnostics.json
hp_dp_longest_common_subsequence_007__code_only_v1,dp_longest_common_subsequence_007,code_only_v1,1.000000,162,mapped_from_canonical,dp_longest_common_subsequence_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:ebfe9525f0cd172cafe20f50e080daf30cb6751227a5b63388b8d98ed988eefa,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_007__full_method_v1,dp_longest_common_subsequence_007,full_method_v1,0.312500,6,mapped_from_canonical,dp_longest_common_subsequence_002,low_semantic_faithfulness;contradiction_signal;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,partial_success_documented,,sha256:e96bc05e904264505552e5f1d544154774136c9626ef114abeca1188c3617dad,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_007__naive_concat_v1,dp_longest_common_subsequence_007,naive_concat_v1,0.550000,22,direct_adjudicated,dp_longest_common_subsequence_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:57b81cf59dd92ee3bfe85dbdd45e7671814f00f87e001905be0217f1d91fbb29,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_dp_longest_common_subsequence_007__text_only_v1,dp_longest_common_subsequence_007,text_only_v1,0.562500,26,direct_adjudicated,dp_longest_common_subsequence_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:78a04eaff1fb0da1e2e78b252a394e6914e450b95a81be218952ce2571625980,sha256:33e81a6a5ea953fa42fd10221f4dd87f9a0f25d9e8ebc1bfb597b8738c389c20,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_002/lean_diagnostics.json
hp_graph_bfs_shortest_path_004__code_only_v1,graph_bfs_shortest_path_004,code_only_v1,1.000000,163,direct_adjudicated,graph_bfs_shortest_path_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:3cd405adbdf0142b8e997761629a815817832c9ec22bec674dcc3c505c0b9daf,sha256:9d13a82c39a2a786ed8becc259f9df4d91c68b2dc80248cadf4f5fd268b2138e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_004__full_method_v1,graph_bfs_shortest_path_004,full_method_v1,1.000000,164,direct_adjudicated,graph_bfs_shortest_path_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:5c43d219b64d2bb3593e6cca99e82b1d88a2fac5b29992f8553c44863c2ad266,sha256:a607fdee2fe41438f72b6f64746c1079c7a10bbbc176598a25f29e9cdd3fe477,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_004__naive_concat_v1,graph_bfs_shortest_path_004,naive_concat_v1,1.000000,165,direct_adjudicated,graph_bfs_shortest_path_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:d5ae3c2265899c311e30a94b1638fb7ad55f09933004c452a8a65eed7631f2b2,sha256:9d13a82c39a2a786ed8becc259f9df4d91c68b2dc80248cadf4f5fd268b2138e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_004__text_only_v1,graph_bfs_shortest_path_004,text_only_v1,0.571400,29,direct_adjudicated,graph_bfs_shortest_path_001,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:a37451352aa71fc5b1e557b9da332697caff26b7764c84ec00f8a5c49c5a4b75,sha256:9d13a82c39a2a786ed8becc259f9df4d91c68b2dc80248cadf4f5fd268b2138e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_005__code_only_v1,graph_bfs_shortest_path_005,code_only_v1,1.000000,166,direct_adjudicated,graph_bfs_shortest_path_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:1eea9caf83cd88c8a14ae0c5015fe6f89dd8b178f7ad1948c0d9ae92ff8c0551,sha256:84037b1f3f72eb70447d31a746993721eab202f8ffb20e2930f4c384f5157e4b,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
hp_graph_bfs_shortest_path_005__full_method_v1,graph_bfs_shortest_path_005,full_method_v1,1.000000,167,direct_adjudicated,graph_bfs_shortest_path_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:a0564f79444b3978e0352548f94827358c1f2f96fb5fbf1afe5e83ef4f73a336,sha256:c37fa6e30aa1ec1ddcf20bbe22b2039a801fe8c24e0117091fb691ec85ed857d,sha256:725cdf94510146c38af5f517d65b5f1402ead022fb8bf49bc2cec0922da479a7,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
hp_graph_bfs_shortest_path_005__naive_concat_v1,graph_bfs_shortest_path_005,naive_concat_v1,0.700000,55,direct_adjudicated,graph_bfs_shortest_path_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:61e728ee9380b5e4f4c026df3b1cab0b42ed1825e7bf22bcd855f095a3e1c9fd,sha256:84037b1f3f72eb70447d31a746993721eab202f8ffb20e2930f4c384f5157e4b,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
hp_graph_bfs_shortest_path_005__text_only_v1,graph_bfs_shortest_path_005,text_only_v1,0.666700,47,direct_adjudicated,graph_bfs_shortest_path_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:af1722510537d6a71384b01b31df89c008df05684310ca6de6e26f36599cd7f0,sha256:84037b1f3f72eb70447d31a746993721eab202f8ffb20e2930f4c384f5157e4b,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
hp_graph_bfs_shortest_path_006__code_only_v1,graph_bfs_shortest_path_006,code_only_v1,1.000000,168,mapped_from_canonical,graph_bfs_shortest_path_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:3cd405adbdf0142b8e997761629a815817832c9ec22bec674dcc3c505c0b9daf,sha256:9d13a82c39a2a786ed8becc259f9df4d91c68b2dc80248cadf4f5fd268b2138e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_006__full_method_v1,graph_bfs_shortest_path_006,full_method_v1,1.000000,169,mapped_from_canonical,graph_bfs_shortest_path_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:5c43d219b64d2bb3593e6cca99e82b1d88a2fac5b29992f8553c44863c2ad266,sha256:a607fdee2fe41438f72b6f64746c1079c7a10bbbc176598a25f29e9cdd3fe477,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_006__naive_concat_v1,graph_bfs_shortest_path_006,naive_concat_v1,1.000000,170,mapped_from_canonical,graph_bfs_shortest_path_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:d5ae3c2265899c311e30a94b1638fb7ad55f09933004c452a8a65eed7631f2b2,sha256:9d13a82c39a2a786ed8becc259f9df4d91c68b2dc80248cadf4f5fd268b2138e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_006__text_only_v1,graph_bfs_shortest_path_006,text_only_v1,0.571400,30,direct_adjudicated,graph_bfs_shortest_path_001,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:a37451352aa71fc5b1e557b9da332697caff26b7764c84ec00f8a5c49c5a4b75,sha256:9d13a82c39a2a786ed8becc259f9df4d91c68b2dc80248cadf4f5fd268b2138e,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_001/lean_diagnostics.json
hp_graph_bfs_shortest_path_007__code_only_v1,graph_bfs_shortest_path_007,code_only_v1,1.000000,171,mapped_from_canonical,graph_bfs_shortest_path_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:1eea9caf83cd88c8a14ae0c5015fe6f89dd8b178f7ad1948c0d9ae92ff8c0551,sha256:84037b1f3f72eb70447d31a746993721eab202f8ffb20e2930f4c384f5157e4b,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
hp_graph_bfs_shortest_path_007__full_method_v1,graph_bfs_shortest_path_007,full_method_v1,1.000000,172,mapped_from_canonical,graph_bfs_shortest_path_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:a0564f79444b3978e0352548f94827358c1f2f96fb5fbf1afe5e83ef4f73a336,sha256:c37fa6e30aa1ec1ddcf20bbe22b2039a801fe8c24e0117091fb691ec85ed857d,sha256:725cdf94510146c38af5f517d65b5f1402ead022fb8bf49bc2cec0922da479a7,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
