anonymized_packet_key,instance_id,system_id,family,semantic_faithfulness_label,semantic_faithfulness_code,code_consistency_label,code_consistency_code,proof_utility_label,proof_utility_code,vacuity_label,coverage_label,covered_units,partial_units,missing_units,contradiction_signal,notes
hs_124,graph_dijkstra_002,full_method_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_125,graph_dijkstra_002,naive_concat_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_126,graph_dijkstra_002,text_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_127,graph_dijkstra_003,code_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_128,graph_dijkstra_003,full_method_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_129,graph_dijkstra_003,naive_concat_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_130,graph_dijkstra_003,text_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_131,graph_dijkstra_004,code_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_132,graph_dijkstra_004,full_method_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_133,graph_dijkstra_004,naive_concat_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_134,graph_dijkstra_004,text_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_135,graph_dijkstra_005,code_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_136,graph_dijkstra_005,full_method_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_137,graph_dijkstra_005,naive_concat_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_138,graph_dijkstra_005,text_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_139,graph_dijkstra_006,code_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_140,graph_dijkstra_006,text_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_141,graph_dijkstra_007,code_only_v1,graph_dijkstra,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4|SU5|SU6,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_142,greedy_coin_change_canonical_001,code_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_143,greedy_coin_change_canonical_001,full_method_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_144,greedy_coin_change_canonical_001,naive_concat_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_145,greedy_coin_change_canonical_001,text_only_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_146,greedy_coin_change_canonical_002,code_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_147,greedy_coin_change_canonical_002,full_method_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_148,greedy_coin_change_canonical_002,naive_concat_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_149,greedy_coin_change_canonical_002,text_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_150,greedy_coin_change_canonical_003,code_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_151,greedy_coin_change_canonical_003,full_method_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_152,greedy_coin_change_canonical_003,naive_concat_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_153,greedy_coin_change_canonical_003,text_only_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_154,greedy_coin_change_canonical_004,code_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_155,greedy_coin_change_canonical_004,naive_concat_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_156,greedy_coin_change_canonical_004,text_only_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_157,greedy_coin_change_canonical_005,code_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_158,greedy_coin_change_canonical_005,full_method_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_159,greedy_coin_change_canonical_005,naive_concat_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3|SU4,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_160,greedy_coin_change_canonical_005,text_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_161,greedy_coin_change_canonical_006,naive_concat_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_162,greedy_coin_change_canonical_006,text_only_v1,greedy_coin_change_canonical,mostly_faithful,2,mostly_consistent,2,weak,1,non_vacuous,failed,,,SU1|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_163,greedy_coin_change_canonical_007,naive_concat_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3|SU4,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_164,greedy_coin_change_canonical_007,text_only_v1,greedy_coin_change_canonical,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_165,greedy_interval_scheduling_001,code_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU2|SU3,,SU1,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_166,greedy_interval_scheduling_001,full_method_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_167,greedy_interval_scheduling_001,naive_concat_v1,greedy_interval_scheduling,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_168,greedy_interval_scheduling_001,text_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_169,greedy_interval_scheduling_002,code_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU2|SU3,,SU1,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_170,greedy_interval_scheduling_002,full_method_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_171,greedy_interval_scheduling_002,naive_concat_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_172,greedy_interval_scheduling_002,text_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_173,greedy_interval_scheduling_003,code_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU2|SU3,,SU1,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_174,greedy_interval_scheduling_003,full_method_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_175,greedy_interval_scheduling_003,naive_concat_v1,greedy_interval_scheduling,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_176,greedy_interval_scheduling_003,text_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_177,greedy_interval_scheduling_004,code_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU2|SU3,,SU1,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_178,greedy_interval_scheduling_004,text_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_179,greedy_interval_scheduling_005,code_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU2|SU3,,SU1,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_180,greedy_interval_scheduling_005,full_method_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_181,greedy_interval_scheduling_005,naive_concat_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_182,greedy_interval_scheduling_005,text_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_183,greedy_interval_scheduling_006,code_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU2|SU3,,SU1,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_184,greedy_interval_scheduling_006,text_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_185,greedy_interval_scheduling_007,code_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU2|SU3,,SU1,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_186,greedy_interval_scheduling_007,naive_concat_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_187,greedy_interval_scheduling_007,text_only_v1,greedy_interval_scheduling,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_188,sorting_insertion_sort_001,code_only_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_189,sorting_insertion_sort_001,full_method_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_190,sorting_insertion_sort_001,naive_concat_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_191,sorting_insertion_sort_002,code_only_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_192,sorting_insertion_sort_002,full_method_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_193,sorting_insertion_sort_002,naive_concat_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_194,sorting_insertion_sort_002,text_only_v1,sorting_insertion_sort,faithful,3,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_195,sorting_insertion_sort_003,code_only_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_196,sorting_insertion_sort_003,full_method_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_197,sorting_insertion_sort_003,naive_concat_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_198,sorting_insertion_sort_003,text_only_v1,sorting_insertion_sort,faithful,3,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_199,sorting_insertion_sort_004,code_only_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_200,sorting_insertion_sort_004,full_method_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_201,sorting_insertion_sort_004,naive_concat_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_202,sorting_insertion_sort_004,text_only_v1,sorting_insertion_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_203,sorting_insertion_sort_005,naive_concat_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_204,sorting_insertion_sort_005,text_only_v1,sorting_insertion_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_205,sorting_insertion_sort_006,naive_concat_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_206,sorting_insertion_sort_006,text_only_v1,sorting_insertion_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_207,sorting_insertion_sort_007,naive_concat_v1,sorting_insertion_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_208,sorting_insertion_sort_007,text_only_v1,sorting_insertion_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_209,sorting_merge_sort_001,code_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_210,sorting_merge_sort_001,full_method_v1,sorting_merge_sort,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_211,sorting_merge_sort_001,naive_concat_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_212,sorting_merge_sort_001,text_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_213,sorting_merge_sort_002,code_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_214,sorting_merge_sort_002,full_method_v1,sorting_merge_sort,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_215,sorting_merge_sort_002,naive_concat_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_216,sorting_merge_sort_002,text_only_v1,sorting_merge_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_217,sorting_merge_sort_003,code_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_218,sorting_merge_sort_003,full_method_v1,sorting_merge_sort,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_219,sorting_merge_sort_003,naive_concat_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_220,sorting_merge_sort_003,text_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_221,sorting_merge_sort_004,code_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_222,sorting_merge_sort_004,full_method_v1,sorting_merge_sort,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_223,sorting_merge_sort_004,naive_concat_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_224,sorting_merge_sort_004,text_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_225,sorting_merge_sort_005,code_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_226,sorting_merge_sort_005,naive_concat_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_227,sorting_merge_sort_005,text_only_v1,sorting_merge_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_228,sorting_merge_sort_006,text_only_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_229,sorting_merge_sort_007,naive_concat_v1,sorting_merge_sort,faithful,3,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_230,sorting_merge_sort_007,text_only_v1,sorting_merge_sort,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_231,trees_bst_insert_001,code_only_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_232,trees_bst_insert_001,full_method_v1,trees_bst_insert,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_233,trees_bst_insert_001,naive_concat_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_234,trees_bst_insert_001,text_only_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_235,trees_bst_insert_002,code_only_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_236,trees_bst_insert_002,full_method_v1,trees_bst_insert,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_237,trees_bst_insert_002,naive_concat_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_238,trees_bst_insert_002,text_only_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_239,trees_bst_insert_003,code_only_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_240,trees_bst_insert_003,full_method_v1,trees_bst_insert,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_241,trees_bst_insert_003,naive_concat_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_242,trees_bst_insert_003,text_only_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_243,trees_bst_insert_004,code_only_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_244,trees_bst_insert_004,naive_concat_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_245,trees_bst_insert_004,text_only_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_246,trees_bst_insert_005,full_method_v1,trees_bst_insert,faithful,3,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_247,trees_bst_insert_005,naive_concat_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_248,trees_bst_insert_005,text_only_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_249,trees_bst_insert_006,naive_concat_v1,trees_bst_insert,faithful,3,consistent,3,weak,1,non_vacuous,full,SU1|SU2|SU3,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
