run_id,benchmark_version,system_id,provider,model_name,model_version,prompt_template_sha,prompt_template_path,num_samples_per_instance,selection_rule,temperature,top_p,max_output_tokens,card_model_name,card_model_version,model_matches_system_card,manifest_path
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_305,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_305/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_306,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_306/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_307,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_307/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_308,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_308/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_309,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_309/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_310,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_310/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_400,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_400/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_499,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_499/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_500,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_500/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_501,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_501/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_502,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_502/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_503,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_503/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_504,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_504/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_505,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_505/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_506,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_506/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_507,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_507/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_508,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_508/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_509,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_509/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_510,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_510/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_511,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_511/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_512,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_512/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_690,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_690/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_691,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_691/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_692,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_692/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_693,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_693/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_694,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_694/run_manifest.json
run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_695,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_code_only_v1_eval_zzzzzzzzzzzz_695/run_manifest.json
run_2026_04_22_full_method_v1_dev_001,v0.1,full_method_v1,stub,stub-local,unknown,sha256:5229c38a3ecafab7160deef80078799706dbbeb6e69f11d4b1442ef7d075523e,configs/prompts/full_method_v1.json,3,first_parseable_json_object,0.0,,1024,gpt-5.4-nano,unknown,false,runs/run_2026_04_22_full_method_v1_dev_001/run_manifest.json
run_2026_04_22_full_method_v1_eval_001,v0.2,full_method_v1,openai,gpt-5.4-nano,unknown,sha256:5229c38a3ecafab7160deef80078799706dbbeb6e69f11d4b1442ef7d075523e,configs/prompts/full_method_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_full_method_v1_eval_001/run_manifest.json
run_2026_04_22_full_method_v1_eval_002,v0.2,full_method_v1,openai,gpt-5.4-nano,unknown,sha256:5229c38a3ecafab7160deef80078799706dbbeb6e69f11d4b1442ef7d075523e,configs/prompts/full_method_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_full_method_v1_eval_002/run_manifest.json
run_2026_04_22_full_method_v1_eval_003,v0.2,full_method_v1,openai,gpt-5.4-nano,unknown,sha256:5229c38a3ecafab7160deef80078799706dbbeb6e69f11d4b1442ef7d075523e,configs/prompts/full_method_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_full_method_v1_eval_003/run_manifest.json
run_2026_04_22_full_method_v1_eval_full_001,v0.2,full_method_v1,openai,gpt-5.4-nano,unknown,sha256:5229c38a3ecafab7160deef80078799706dbbeb6e69f11d4b1442ef7d075523e,configs/prompts/full_method_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_full_method_v1_eval_full_001/run_manifest.json
run_2026_04_22_naive_concat_v1_dev_001,v0.1,naive_concat_v1,stub,stub-local,unknown,sha256:cb4c312551c7a226c9761227379fd26c57a592d0e448dd1d19b40e26c8b95aa2,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.0,,1024,gpt-5.4-nano,unknown,false,runs/run_2026_04_22_naive_concat_v1_dev_001/run_manifest.json
run_2026_04_22_naive_concat_v1_eval_001,v0.2,naive_concat_v1,openai,gpt-5.4-nano,unknown,sha256:cb4c312551c7a226c9761227379fd26c57a592d0e448dd1d19b40e26c8b95aa2,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_naive_concat_v1_eval_001/run_manifest.json
run_2026_04_22_naive_concat_v1_eval_002,v0.2,naive_concat_v1,openai,gpt-5.4-nano,unknown,sha256:cb4c312551c7a226c9761227379fd26c57a592d0e448dd1d19b40e26c8b95aa2,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_naive_concat_v1_eval_002/run_manifest.json
run_2026_04_22_naive_concat_v1_eval_003,v0.2,naive_concat_v1,openai,gpt-5.4-nano,unknown,sha256:cb4c312551c7a226c9761227379fd26c57a592d0e448dd1d19b40e26c8b95aa2,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_naive_concat_v1_eval_003/run_manifest.json
run_2026_04_22_naive_concat_v1_eval_full_001,v0.2,naive_concat_v1,openai,gpt-5.4-nano,unknown,sha256:cb4c312551c7a226c9761227379fd26c57a592d0e448dd1d19b40e26c8b95aa2,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_naive_concat_v1_eval_full_001/run_manifest.json
run_2026_04_22_text_only_v1_dev_001,v0.1,text_only_v1,stub,stub-local,unknown,sha256:d24577a885d057ce04670c50f651055c4fe7eb50cb3b4a37544d8b3ce240b2a0,configs/prompts/text_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,1024,gpt-5.4-nano,unknown,false,runs/run_2026_04_22_text_only_v1_dev_001/run_manifest.json
run_2026_04_22_text_only_v1_eval_001,v0.2,text_only_v1,openai,gpt-5.4-nano,unknown,sha256:d24577a885d057ce04670c50f651055c4fe7eb50cb3b4a37544d8b3ce240b2a0,configs/prompts/text_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_text_only_v1_eval_001/run_manifest.json
run_2026_04_22_text_only_v1_eval_002,v0.2,text_only_v1,openai,gpt-5.4-nano,unknown,sha256:d24577a885d057ce04670c50f651055c4fe7eb50cb3b4a37544d8b3ce240b2a0,configs/prompts/text_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_text_only_v1_eval_002/run_manifest.json
run_2026_04_22_text_only_v1_eval_003,v0.2,text_only_v1,openai,gpt-5.4-nano,unknown,sha256:d24577a885d057ce04670c50f651055c4fe7eb50cb3b4a37544d8b3ce240b2a0,configs/prompts/text_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_22_text_only_v1_eval_003/run_manifest.json
run_2026_04_23_code_only_v1_eval_zzzzzzzzzzzz_900,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_23_code_only_v1_eval_zzzzzzzzzzzz_900/run_manifest.json
run_2026_04_23_code_only_v1_eval_zzzzzzzzzzzz_901,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_23_code_only_v1_eval_zzzzzzzzzzzz_901/run_manifest.json
run_2026_04_23_code_only_v1_eval_zzzzzzzzzzzz_902,v0.2,code_only_v1,openai,gpt-5.4-nano,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,2048,gpt-5.4-nano,unknown,true,runs/run_2026_04_23_code_only_v1_eval_zzzzzzzzzzzz_902/run_manifest.json
run_2026_04_23_naive_concat_v1_eval_zzzzzz_clean_001,v0.2,naive_concat_v1,openai,gpt-5.4-nano,unknown,sha256:4771be5ae8c6b651dcb14d071cb7248df84c5b8f6baa1f0236c0f2e5522022ce,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.4,,3072,gpt-5.4-nano,unknown,true,runs/run_2026_04_23_naive_concat_v1_eval_zzzzzz_clean_001/run_manifest.json
run_2026_04_23_naive_concat_v1_eval_zzzzzzz_fix_001,v0.2,naive_concat_v1,openai,gpt-5.4-nano,unknown,sha256:4771be5ae8c6b651dcb14d071cb7248df84c5b8f6baa1f0236c0f2e5522022ce,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.7,,3072,gpt-5.4-nano,unknown,true,runs/run_2026_04_23_naive_concat_v1_eval_zzzzzzz_fix_001/run_manifest.json
run_2026_04_26_code_only_v1_dev_001,v0.1,code_only_v1,stub,stub-local,unknown,sha256:672e8dfa6ececd0ca0d80f2704e60c0870d256a37c21f25291af27a00b60ab39,configs/prompts/code_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,1024,gpt-5.4-nano,unknown,false,runs/run_2026_04_26_code_only_v1_dev_001/run_manifest.json
run_2026_04_26_full_method_v1_dev_001,v0.1,full_method_v1,stub,stub-local,unknown,sha256:5229c38a3ecafab7160deef80078799706dbbeb6e69f11d4b1442ef7d075523e,configs/prompts/full_method_v1.json,3,first_parseable_json_object,0.0,,1024,gpt-5.4-nano,unknown,false,runs/run_2026_04_26_full_method_v1_dev_001/run_manifest.json
run_2026_04_26_naive_concat_v1_dev_001,v0.1,naive_concat_v1,stub,stub-local,unknown,sha256:4771be5ae8c6b651dcb14d071cb7248df84c5b8f6baa1f0236c0f2e5522022ce,configs/prompts/naive_concat_v1.json,3,first_parseable_json_object,0.0,,1024,gpt-5.4-nano,unknown,false,runs/run_2026_04_26_naive_concat_v1_dev_001/run_manifest.json
run_2026_04_26_text_only_v1_dev_001,v0.1,text_only_v1,stub,stub-local,unknown,sha256:d24577a885d057ce04670c50f651055c4fe7eb50cb3b4a37544d8b3ce240b2a0,configs/prompts/text_only_v1.json,3,first_parseable_json_object; tie-break lowest obligation count then lexicographic raw text,0.0,,1024,gpt-5.4-nano,unknown,false,runs/run_2026_04_26_text_only_v1_dev_001/run_manifest.json
